"","gene","module_n","module_color"
"11048","Ercc1",1,"turquoise"
"11049","Fosb",35,"sienna3"
"11050","Rtn2",1,"turquoise"
"11051","VASP_like",21,"darkred"
"11052","Opa3",1,"turquoise"
"11053","Gpr4",2,"blue"
"11054","Hyi",10,"purple"
"11055","Eml2",1,"turquoise"
"11056","Gipr",5,"green"
"11057","Snrpd2",1,"turquoise"
"11058","Qpctl",4,"yellow"
"11059","Fbxo46",2,"blue"
"11060","Six5",2,"blue"
"11061","Dmpk",7,"black"
"11062","Dmwd",1,"turquoise"
"11063","Rsph6a",1,"turquoise"
"11064","Ptprf",2,"blue"
"11065","Sympk",1,"turquoise"
"11066","Irf2bp1",1,"turquoise"
"11067","Mypop",1,"turquoise"
"11068","Nova2",2,"blue"
"11069","Ccdc61",1,"turquoise"
"11070","Pglyrp1",21,"darkred"
"11071","LOC101964795",1,"turquoise"
"11072","Kdm4a",3,"brown"
"11073","Slitrk3",3,"brown"
"11074","Bche",1,"turquoise"
"11075","St3gal3",1,"turquoise"
"11076","CUNH3orf80",4,"yellow"
"11077","Ift80",4,"yellow"
"11078","Smc4",3,"brown"
"11079","Trim59",2,"blue"
"11080","Kpna4",3,"brown"
"11081","Ppm1l",4,"yellow"
"11082","B3galnt1",14,"cyan"
"11083","Nmd3",3,"brown"
"11084","Sptssb",0,"grey"
"11085","Ipo13",1,"turquoise"
"11086","Pex5",2,"blue"
"11087","Clstn3",4,"yellow"
"11088","C1r",17,"grey60"
"11089","C1s",0,"grey"
"11090","Lpcat3",2,"blue"
"11091","Emg1",1,"turquoise"
"11092","Dph2",2,"blue"
"11093","Phb2",1,"turquoise"
"11094","Ptpn6",21,"darkred"
"11095","CUNH12orf57",1,"turquoise"
"11096","Atn1",13,"salmon"
"11097","Eno2",1,"turquoise"
"11098","Lrrc23",10,"purple"
"11099","Spsb2",5,"green"
"11100","Tpi1",1,"turquoise"
"11101","Usp5",1,"turquoise"
"11102","Atp6v0b",1,"turquoise"
"11103","P3h3",7,"black"
"11104","Gpr162",1,"turquoise"
"11105","PTMS_like",1,"turquoise"
"11106","Mlf2",1,"turquoise"
"11107","Cops7a",1,"turquoise"
"11108","B4galt2",5,"green"
"11109","Pianp",18,"lightgreen"
"11110","Znf384",2,"blue"
"11111","Ing4",2,"blue"
"11112","Acrbp",2,"blue"
"11113","Chd4",3,"brown"
"11114","Nop2",8,"pink"
"11115","Iffo1",1,"turquoise"
"11116","Gapdh",1,"turquoise"
"11117","LOC106145303",7,"black"
"11118","Ccdc24",1,"turquoise"
"11119","Ncapd2",1,"turquoise"
"11120","Mrpl51",1,"turquoise"
"11121","Vamp1",1,"turquoise"
"11122","Tapbpl",1,"turquoise"
"11123","Ltbr",10,"purple"
"11124","Scnn1a",10,"purple"
"11125","Tnfrsf1a",8,"pink"
"11126","Cd9",5,"green"
"11127","Slc6a9",5,"green"
"11128","Vwf",7,"black"
"11129","Znf703",2,"blue"
"11130","Erlin2",6,"red"
"11131","Plpbp",16,"lightcyan"
"11132","Adgra2",2,"blue"
"11133","Brf2",1,"turquoise"
"11134","Rab11fip1",2,"blue"
"11135","Eif4ebp1",8,"pink"
"11136","Ash2l",23,"darkturquoise"
"11137","Lsm1",1,"turquoise"
"11138","Bag4",3,"brown"
"11139","Ddhd2",4,"yellow"
"11140","Plpp5",17,"grey60"
"11141","Nsd3",2,"blue"
"11142","Letm2",7,"black"
"11143","Fgfr1",3,"brown"
"11144","Tacc1",2,"blue"
"11145","Plekha2",1,"turquoise"
"11146","Tm2d2",1,"turquoise"
"11147","Adam9",16,"lightcyan"
"11148","Fam43a",2,"blue"
"11149","Lsg1",8,"pink"
"11150","Dmap1",1,"turquoise"
"11151","Tmem44",20,"royalblue"
"11152","Atp13a3",3,"brown"
"11153","LOC110599486",10,"purple"
"11154","Hes1",1,"turquoise"
"11155","Opa1",4,"yellow"
"11156","Eri3",1,"turquoise"
"11157","Atp13a4",6,"red"
"11158","Atp13a5",10,"purple"
"11159","Hrasls",1,"turquoise"
"11160","Mb21d2",1,"turquoise"
"11161","Fgf12",4,"yellow"
"11162","ZNF724_containing_gene20858",2,"blue"
"11163","Rnf220",1,"turquoise"
"11164","ZNF676_containing",15,"midnightblue"
"11165","Eif2ak3",4,"yellow"
"11166","Thnsl2",1,"turquoise"
"11167","Krcc1",0,"grey"
"11168","Rmnd5a",3,"brown"
"11169","Tmem53",1,"turquoise"
"11170","Rnf103",1,"turquoise"
"11171","Chmp3",1,"turquoise"
"11172","Kdm3a",2,"blue"
"11173","Reep1",4,"yellow"
"11174","Mrpl35",1,"turquoise"
"11175","Immt",1,"turquoise"
"11176","Ptcd3",1,"turquoise"
"11177","Polr1a",2,"blue"
"11178","St3gal5",1,"turquoise"
"11179","ARMH1_like",1,"turquoise"
"11180","Usp39",1,"turquoise"
"11181","CUNH2orf68",28,"skyblue"
"11182","Tmem150a",2,"blue"
"11183","Rnf181",9,"magenta"
"11184","Vamp5",1,"turquoise"
"11185","Vamp8",1,"turquoise"
"11186","Ggcx",5,"green"
"11187","Amer3",31,"paleturquoise"
"11188","Mat2a",2,"blue"
"11189","Sh2d6",5,"green"
"11190","Capg",5,"green"
"11191","Elmod3",1,"turquoise"
"11192","Retsat",5,"green"
"11193","Tgoln2",4,"yellow"
"11194","Tcf7l1",1,"turquoise"
"11195","ZNF714_containing",2,"blue"
"11196","ZNF724_containing_gene20909",2,"blue"
"11197","TMED2_gene20912",1,"turquoise"
"11198","Rpia",2,"blue"
"11199","Cnot11",1,"turquoise"
"11200","Rnf149",2,"blue"
"11201","Creg2",4,"yellow"
"11202","Rps8",1,"turquoise"
"11203","Map4k4",6,"red"
"11204","Il1r1",2,"blue"
"11205","Slc9a2",17,"grey60"
"11206","Mfsd9",3,"brown"
"11207","Pnma6a",4,"yellow"
"11208","Pnma3",10,"purple"
"11209","PNMA6E_containing",4,"yellow"
"11210","Plk3",1,"turquoise"
"11211","Pnma5",10,"purple"
"11212","Znf185",2,"blue"
"11213","Nsdhl",2,"blue"
"11214","Cetn2",1,"turquoise"
"11215","Gabrq",4,"yellow"
"11216","Gabra3",4,"yellow"
"11217","Gabre",18,"lightgreen"
"11218","Prrg3",26,"darkorange"
"11219","Hmgb3",1,"turquoise"
"11220","Cd99l2",4,"yellow"
"11221","Mtmr1",12,"tan"
"11222","Mtm1",12,"tan"
"11223","Mamld1",11,"greenyellow"
"11224","Btbd19",26,"darkorange"
"11225","CUNHXorf40B",1,"turquoise"
"11226","SNRPE_like_gene20964",1,"turquoise"
"11227","Dtwd2",3,"brown"
"11228","Dmxl1",3,"brown"
"11229","Ptch2",2,"blue"
"11230","Tnfaip8",2,"blue"
"11231","Hsd17b4",1,"turquoise"
"11232","Eif2b3",1,"turquoise"
"11233","Fam213a",1,"turquoise"
"11234","Tspan14",2,"blue"
"11235","Nrg3",4,"yellow"
"11236","Tspan5",2,"blue"
"11237","Rap1gds1",4,"yellow"
"11238","Naga",5,"green"
"11239","Smdt1",1,"turquoise"
"11240","Ndufa6",1,"turquoise"
"11241","CYP2D6_containing_gene20996",19,"lightyellow"
"11242","LOC110599497",7,"black"
"11243","LOC101961588",7,"black"
"11244","Rasa1",2,"blue"
"11245","Arhgef4",20,"royalblue"
"11246","Hectd3",5,"green"
"11247","Tcf20",3,"brown"
"11248","Nfam1",1,"turquoise"
"11249","Serhl2",1,"turquoise"
"11250","Rrp7a",2,"blue"
"11251","Poldip3",14,"cyan"
"11252","CYB5R3_like",1,"turquoise"
"11253","Urod",1,"turquoise"
"11254","Arfgap3",8,"pink"
"11255","Pacsin2",4,"yellow"
"11256","Ttll1",5,"green"
"11257","Mcat",0,"grey"
"11258","Tspo",5,"green"
"11259","Ttll12",4,"yellow"
"11260","Scube1",4,"yellow"
"11261","Mpped1",7,"black"
"11262","Zswim5",3,"brown"
"11263","Efcab6",1,"turquoise"
"11264","Sult4a1",1,"turquoise"
"11265","Pnpla3",1,"turquoise"
"11266","Samm50",1,"turquoise"
"11267","Parvb",1,"turquoise"
"11268","Kiaa1644",1,"turquoise"
"11269","Rtl6",2,"blue"
"11270","Prr5",8,"pink"
"11271","Phf21b",2,"blue"
"11272","Hpdl",1,"turquoise"
"11273","Fgf9",8,"pink"
"11274","Micu2",1,"turquoise"
"11275","Zdhhc20",3,"brown"
"11276","Mrpl57",1,"turquoise"
"11277","Ska3",0,"grey"
"11278","Sap18",1,"turquoise"
"11279","Lats2",2,"blue"
"11280","Mutyh",12,"tan"
"11281","Xpo4",3,"brown"
"11282","Eef1akmt1",1,"turquoise"
"11283","Il17d",1,"turquoise"
"11284","Ift88",5,"green"
"11285","Cryl1",9,"magenta"
"11286","Gjb6",2,"blue"
"11287","Toe1",2,"blue"
"11288","Gjb2",17,"grey60"
"11289","Zmym2",3,"brown"
"11290","Zmym5",4,"yellow"
"11291","Pspc1",1,"turquoise"
"11292","Mphosph8",3,"brown"
"11293","Parp4",33,"darkolivegreen"
"11294","Tesk2",1,"turquoise"
"11295","Cenpj",1,"turquoise"
"11296","YBX1_gene21072",0,"grey"
"11297","AQP11_gene21075",27,"white"
"11298","Znf182",6,"red"
"11299","LOC101978248",5,"green"
"11300","Slc38a5",1,"turquoise"
"11301","Ftsj1",2,"blue"
"11302","Porcn",5,"green"
"11303","Ebp",9,"magenta"
"11304","Tbc1d25",1,"turquoise"
"11305","Rbm3",1,"turquoise"
"11306","Wdr13",7,"black"
"11307","Was",7,"black"
"11308","Suv39h1",8,"pink"
"11309","Mmachc",1,"turquoise"
"11310","Hdac6",1,"turquoise"
"11311","Pcsk1n",1,"turquoise"
"11312","Pqbp1",1,"turquoise"
"11313","Slc35a2",8,"pink"
"11314","Pim2",1,"turquoise"
"11315","Otud5",1,"turquoise"
"11316","LOC110597457",2,"blue"
"11317","Prdx1",1,"turquoise"
"11318","Kcnd1",6,"red"
"11319","Gripap1",20,"royalblue"
"11320","Tfe3",1,"turquoise"
"11321","Ccdc120",2,"blue"
"11322","Praf2",1,"turquoise"
"11323","Wdr45",1,"turquoise"
"11324","Gpkow",1,"turquoise"
"11325","Akr1a1",1,"turquoise"
"11326","Plp2",1,"turquoise"
"11327","Prickle3",7,"black"
"11328","Syp",1,"turquoise"
"11329","Cacna1f",5,"green"
"11330","Ccdc22",1,"turquoise"
"11331","Ppp1r3f",1,"turquoise"
"11332","Usp27x",31,"paleturquoise"
"11333","Nasp",2,"blue"
"11334","Clcn5",3,"brown"
"11335","Shroom4",2,"blue"
"11336","Ccdc17",1,"turquoise"
"11337","Sdr39u1",1,"turquoise"
"11338","Khnyn",7,"black"
"11339","Nynrin",17,"grey60"
"11340","Nfatc4",10,"purple"
"11341","Gpbp1l1",2,"blue"
"11342","Adcy4",7,"black"
"11343","Nop9",2,"blue"
"11344","Dhrs1",1,"turquoise"
"11345","Rabggta",5,"green"
"11346","Tinf2",11,"greenyellow"
"11347","Tmem69",1,"turquoise"
"11348","Gmpr2",1,"turquoise"
"11349","Nedd8",1,"turquoise"
"11350","CHMP4A_like",1,"turquoise"
"11351","Chmp4a",5,"green"
"11352","Tm9sf1",8,"pink"
"11353","Ipo4",1,"turquoise"
"11354","Irf9",7,"black"
"11355","Rnf31",11,"greenyellow"
"11356","Ipp",1,"turquoise"
"11357","Psme2",1,"turquoise"
"11358","Emc9",5,"green"
"11359","Psme1",1,"turquoise"
"11360","Dcaf11",1,"turquoise"
"11361","Pck2",1,"turquoise"
"11362","RPL5_gene21166",1,"turquoise"
"11363","Cpne6",1,"turquoise"
"11364","Carmil3",13,"salmon"
"11365","DHRS4_like",1,"turquoise"
"11366","Jph4",1,"turquoise"
"11367","Ap1g2",1,"turquoise"
"11368","Thtpa",2,"blue"
"11369","Zfhx2",2,"blue"
"11370","Ngdn",8,"pink"
"11371","MYH7_gene21183",0,"grey"
"11372","Cmtm5",5,"green"
"11373","Efs",5,"green"
"11374","Slc22a17",1,"turquoise"
"11375","Pabpn1",7,"black"
"11376","Bcl2l2",3,"brown"
"11377","Mast2",5,"green"
"11378","Ppp1r3e",0,"grey"
"11379","Homez",2,"blue"
"11380","Slc7a8",10,"purple"
"11381","CUNH14orf119",2,"blue"
"11382","Acin1",2,"blue"
"11383","Cdh24",1,"turquoise"
"11384","Psmb5",1,"turquoise"
"11385","Fam168b",3,"brown"
"11386","Pik3r3",3,"brown"
"11387","CUNH14orf93",9,"magenta"
"11388","Ajuba",12,"tan"
"11389","Haus4",1,"turquoise"
"11390","Prmt5",2,"blue"
"11391","Rbm23",0,"grey"
"11392","Rem2",1,"turquoise"
"11393","Lrp10",5,"green"
"11394","Mmp14",2,"blue"
"11395","Mrpl52",5,"green"
"11396","Tspan1",27,"white"
"11397","Slc7a7",3,"brown"
"11398","Oxa1l",1,"turquoise"
"11399","Abhd4",1,"turquoise"
"11400","Dad1",1,"turquoise"
"11401","Pomgnt1",1,"turquoise"
"11402","HLA-B_like_gene21226",17,"grey60"
"11403","HLA-C_like_gene21227",1,"turquoise"
"11404","Lurap1",3,"brown"
"11405","HLA-B_like_gene21232",17,"grey60"
"11406","HLA-B_like_gene21237",25,"orange"
"11407","HLA-A_like_gene21239",0,"grey"
"11408","Lrrc41",1,"turquoise"
"11409","TRIM26_containing",2,"blue"
"11410","Nsun4",2,"blue"
"11411","Ppp1r11",1,"turquoise"
"11412","Znrd1",2,"blue"
"11413","ZNRD1ASP_like",0,"grey"
"11414","Zfp57",2,"blue"
"11415","Mog",5,"green"
"11416","Gabbr1",12,"tan"
"11417","Faah",4,"yellow"
"11418","Plekhb2",1,"turquoise"
"11419","Mknk1",2,"blue"
"11420","COX10_containing",3,"brown"
"11421","Hs3st3b1",2,"blue"
"11422","Pmp22",7,"black"
"11423","TVP23B",2,"blue"
"11424","Mob3c",2,"blue"
"11425","Trim16",1,"turquoise"
"11426","Znf286a",6,"red"
"11427","Znf148",3,"brown"
"11428","Heg1",3,"brown"
"11429","Atpaf1",4,"yellow"
"11430","Itgb5",5,"green"
"11431","Umps",8,"pink"
"11432","Kalrn",2,"blue"
"11433","KALRN_like",23,"darkturquoise"
"11434","Ccdc14",7,"black"
"11435","Mylk",13,"salmon"
"11436","Hacd2",12,"tan"
"11437","Adcy5",0,"grey"
"11438","Sec22a",1,"turquoise"
"11439","Pdia5",8,"pink"
"11440","Sema5b",4,"yellow"
"11441","DIRC2_like",1,"turquoise"
"11442","Bzw1",1,"turquoise"
"11443","Clk1",2,"blue"
"11444","Ppil3",15,"midnightblue"
"11445","Efcab14",12,"tan"
"11446","Nif3l1",24,"darkgrey"
"11447","Orc2",3,"brown"
"11448","Fam126b",3,"brown"
"11449","Ndufb3",1,"turquoise"
"11450","Cflar",2,"blue"
"11451","Casp10",6,"red"
"11452","Trak2",6,"red"
"11453","Stradb",0,"grey"
"11454","Tmem237",3,"brown"
"11455","Als2",2,"blue"
"11456","Cdk15",4,"yellow"
"11457","Fzd7",3,"brown"
"11458","Kiaa2012",5,"green"
"11459","Sumo1",14,"cyan"
"11460","Nop58",14,"cyan"
"11461","Bmpr2",6,"red"
"11462","Fam117b",3,"brown"
"11463","Ica1l",3,"brown"
"11464","Wdr12",3,"brown"
"11465","Carf",4,"yellow"
"11466","Nbeal1",6,"red"
"11467","CYP20A1_like",0,"grey"
"11468","HLA-DQA1_gene21405",17,"grey60"
"11469","HLA-DRB1_like_gene21406",17,"grey60"
"11470","LOC101969065",17,"grey60"
"11471","Notch4",7,"black"
"11472","Gpsm3",1,"turquoise"
"11473","CYP4X1_like",25,"orange"
"11474","Pbx2",8,"pink"
"11475","Ager",1,"turquoise"
"11476","Rnf5",1,"turquoise"
"11477","Agpat1",1,"turquoise"
"11478","Egfl8",5,"green"
"11479","Ppt2",2,"blue"
"11480","Prrt1",1,"turquoise"
"11481","Fkbpl",1,"turquoise"
"11482","Atf6b",7,"black"
"11483","Tnxb",2,"blue"
"11484","C4a",23,"darkturquoise"
"11485","Stk19",1,"turquoise"
"11486","Dxo",1,"turquoise"
"11487","Skiv2l",4,"yellow"
"11488","Nelfe",1,"turquoise"
"11489","Cfb",17,"grey60"
"11490","C2",1,"turquoise"
"11491","Zbtb12",2,"blue"
"11492","Ehmt2",5,"green"
"11493","Neu1",33,"darkolivegreen"
"11494","LOC101955638",1,"turquoise"
"11495","Hspa1b",2,"blue"
"11496","Hspa1a",2,"blue"
"11497","Hspa1l",5,"green"
"11498","Lsm2",1,"turquoise"
"11499","Vars",4,"yellow"
"11500","Vwa7",13,"salmon"
"11501","Tal1",2,"blue"
"11502","Clic1",1,"turquoise"
"11503","Ddah2",7,"black"
"11504","Abhd16a",1,"turquoise"
"11505","Ly6g5b",1,"turquoise"
"11506","Csnk2b",1,"turquoise"
"11507","Gpank1",1,"turquoise"
"11508","Bag6",1,"turquoise"
"11509","CUNH6orf47",2,"blue"
"11510","Apom",1,"turquoise"
"11511","Prrc2a",19,"lightyellow"
"11512","Aif1",5,"green"
"11513","Cmpk1",1,"turquoise"
"11514","Lst1",13,"salmon"
"11515","Nfkbil1",4,"yellow"
"11516","Atp6v1g2",1,"turquoise"
"11517","Ddx39b",1,"turquoise"
"11518","Pfn2",4,"yellow"
"11519","HLA-B_like_gene21489",2,"blue"
"11520","HLA-H_like",5,"green"
"11521","March8",2,"blue"
"11522","Foxd2",17,"grey60"
"11523","Zfand4",4,"yellow"
"11524","WASHC2C",1,"turquoise"
"11525","Ncoa4",3,"brown"
"11526","TIMM23",1,"turquoise"
"11527","Parg",3,"brown"
"11528","Ogdhl",4,"yellow"
"11529","Chat",4,"yellow"
"11530","Slc18a3",20,"royalblue"
"11531","Ercc6",6,"red"
"11532","Drgx",0,"grey"
"11533","Vstm4",2,"blue"
"11534","Wdfy4",6,"red"
"11535","Arhgap22",1,"turquoise"
"11536","Mapk8",3,"brown"
"11537","Uxs1",8,"pink"
"11538","St6gal2",2,"blue"
"11539","Slc5a7",4,"yellow"
"11540","Col11a1",12,"tan"
"11541","Rnpc3",2,"blue"
"11542","AMY2B",5,"green"
"11543","AMY2A",17,"grey60"
"11544","AMY1A",2,"blue"
"11545","Slc25a24",3,"brown"
"11546","Vav3",4,"yellow"
"11547","Ntng1",18,"lightgreen"
"11548","Prmt6",3,"brown"
"11549","GBP3",19,"lightyellow"
"11550","Kyat3",1,"turquoise"
"11551","Gtf2b",14,"cyan"
"11552","Pkn2",2,"blue"
"11553","Lmo4",9,"magenta"
"11554","Hs2st1",3,"brown"
"11555","Selenof",1,"turquoise"
"11556","Sh3glb1",9,"magenta"
"11557","Fbln5",17,"grey60"
"11558","Trip11",6,"red"
"11559","Atxn3",2,"blue"
"11560","Cpsf2",3,"brown"
"11561","Spata6",17,"grey60"
"11562","Slc24a4",10,"purple"
"11563","Rin3",1,"turquoise"
"11564","Lgmn",1,"turquoise"
"11565","Golga5",14,"cyan"
"11566","Chga",1,"turquoise"
"11567","Itpk1",1,"turquoise"
"11568","Gon7",1,"turquoise"
"11569","Moap1",14,"cyan"
"11570","Tmem251",15,"midnightblue"
"11571","Ubr7",2,"blue"
"11572","AGBL4",20,"royalblue"
"11573","Btbd7",2,"blue"
"11574","Unc79",6,"red"
"11575","Prima1",5,"green"
"11576","LOC110599536",21,"darkred"
"11577","Fam181a",1,"turquoise"
"11578","Asb2",1,"turquoise"
"11579","Bend5",1,"turquoise"
"11580","Otub2",2,"blue"
"11581","Ddx24",1,"turquoise"
"11582","YTHDF3_like",2,"blue"
"11583","LOC101972259",5,"green"
"11584","LOC101972532",1,"turquoise"
"11585","Ppp4r4",1,"turquoise"
"11586","Cacna2d1",3,"brown"
"11587","Pclo",3,"brown"
"11588","Sema3e",16,"lightcyan"
"11589","ZBTB1",6,"red"
"11590","Fas",25,"orange"
"11591","Acta2",21,"darkred"
"11592","Stambpl1",14,"cyan"
"11593","Vps35",4,"yellow"
"11594","Rnls",10,"purple"
"11595","Pten",3,"brown"
"11596","Atad1",1,"turquoise"
"11597","Papss2",11,"greenyellow"
"11598","Minpp1",2,"blue"
"11599","Sgms1",2,"blue"
"11600","Asah2",4,"yellow"
"11601","Folh1b",5,"green"
"11602","Mylk3",2,"blue"
"11603","Grm5",3,"brown"
"11604","Ctsc",5,"green"
"11605","TMEM135_like",15,"midnightblue"
"11606","Tmem135",16,"lightcyan"
"11607","CUNH1orf174",1,"turquoise"
"11608","Dffb",2,"blue"
"11609","LOC110599544",5,"green"
"11610","Cep104",19,"lightyellow"
"11611","Lrrc47",1,"turquoise"
"11612","Tp73",10,"purple"
"11613","Wrap73",9,"magenta"
"11614","Tprg1l",1,"turquoise"
"11615","Megf6",1,"turquoise"
"11616","Arhgef16",5,"green"
"11617","Prdm16",10,"purple"
"11618","Gpt2",21,"darkred"
"11619","LINC00982_containing",10,"purple"
"11620","Fam213b",1,"turquoise"
"11621","Tnfrsf14",2,"blue"
"11622","Pank4",5,"green"
"11623","Plch2",13,"salmon"
"11624","Pex10",1,"turquoise"
"11625","Dnaja2",1,"turquoise"
"11626","Rer1",1,"turquoise"
"11627","Morn1",1,"turquoise"
"11628","Ski",3,"brown"
"11629","Faap20",1,"turquoise"
"11630","Prkcz",1,"turquoise"
"11631","Gabrd",24,"darkgrey"
"11632","Cfap74",13,"salmon"
"11633","Gnb1",1,"turquoise"
"11634","Nadk",2,"blue"
"11635","SLC35E2B_containing",2,"blue"
"11636","CDK11B",1,"turquoise"
"11637","Mib2",7,"black"
"11638","Fndc10",1,"turquoise"
"11639","Ssu72",1,"turquoise"
"11640","Tmem240",1,"turquoise"
"11641","ATAD3A_like",1,"turquoise"
"11642","Vwa1",1,"turquoise"
"11643","Tmem88b",2,"blue"
"11644","Mrpl20",1,"turquoise"
"11645","Ccnl2",2,"blue"
"11646","Aurkaip1",1,"turquoise"
"11647","Mxra8",1,"turquoise"
"11648","Dvl1",5,"green"
"11649","Cptp",1,"turquoise"
"11650","Neto2",4,"yellow"
"11651","Ints11",1,"turquoise"
"11652","Pusl1",1,"turquoise"
"11653","Acap3",5,"green"
"11654","Ube2j2",8,"pink"
"11655","B3galt6",1,"turquoise"
"11656","Sdf4",1,"turquoise"
"11657","Itfg1",4,"yellow"
"11658","CUNH1orf159",1,"turquoise"
"11659","Rnf223",24,"darkgrey"
"11660","Agrn",13,"salmon"
"11661","Isg15",5,"green"
"11662","Perm1",5,"green"
"11663","Klhl17",7,"black"
"11664","Noc2l",8,"pink"
"11665","Wdfy3",6,"red"
"11666","Cds1",4,"yellow"
"11667","Nkx6-1",21,"darkred"
"11668","Gpat3",31,"paleturquoise"
"11669","Abraxas1",1,"turquoise"
"11670","Mrps18c",1,"turquoise"
"11671","Phkb",12,"tan"
"11672","Helq",15,"midnightblue"
"11673","RPL39_like_gene21751",5,"green"
"11674","Coq2",2,"blue"
"11675","LOC110599551",3,"brown"
"11676","Cops4",1,"turquoise"
"11677","Lin54",3,"brown"
"11678","Thap9",15,"midnightblue"
"11679","Sec31a",4,"yellow"
"11680","Scd5",14,"cyan"
"11681","Tmem150c",1,"turquoise"
"11682","Enoph1",1,"turquoise"
"11683","Hnrnpdl",1,"turquoise"
"11684","Hnrnpd",1,"turquoise"
"11685","Flt4",2,"blue"
"11686","Cnot6",2,"blue"
"11687","Gfpt2",17,"grey60"
"11688","Mapk9",4,"yellow"
"11689","Rasgef1c",1,"turquoise"
"11690","Rnf130",2,"blue"
"11691","Tbc1d9b",4,"yellow"
"11692","Mrnip",1,"turquoise"
"11693","Sqstm1",8,"pink"
"11694","Mgat4b",8,"pink"
"11695","Ltc4s",21,"darkred"
"11696","Maml1",2,"blue"
"11697","Canx",1,"turquoise"
"11698","Hnrnph1",2,"blue"
"11699","Rufy1",1,"turquoise"
"11700","Adamts2",4,"yellow"
"11701","ZNF354C",2,"blue"
"11702","Znf454",6,"red"
"11703","ZNF354B_containing",2,"blue"
"11704","PGBD2_like",2,"blue"
"11705","Cd84",2,"blue"
"11706","Lonp2",14,"cyan"
"11707","Vangl2",3,"brown"
"11708","Nhlh1",1,"turquoise"
"11709","Ncstn",1,"turquoise"
"11710","Copa",1,"turquoise"
"11711","Pex19",4,"yellow"
"11712","Dcaf8",1,"turquoise"
"11713","Pea15",7,"black"
"11714","Atp1a4",31,"paleturquoise"
"11715","Siah1",3,"brown"
"11716","ATP1A2_like",6,"red"
"11717","Igsf8",1,"turquoise"
"11718","Kcnj9",4,"yellow"
"11719","Kcnj10",12,"tan"
"11720","Pigm",2,"blue"
"11721","Tagln2",14,"cyan"
"11722","Cfap45",10,"purple"
"11723","N4bp1",2,"blue"
"11724","Slamf8",2,"blue"
"11725","Cbln1",24,"darkgrey"
"11726","OR10J3",9,"magenta"
"11727","Ackr1",25,"orange"
"11728","Cadm3",1,"turquoise"
"11729","LOC101955835",11,"greenyellow"
"11730","LOC101956130",21,"darkred"
"11731","Znf423",11,"greenyellow"
"11732","Kcnj12",7,"black"
"11733","Map2k3",2,"blue"
"11734","Natd1",2,"blue"
"11735","Tmem11",1,"turquoise"
"11736","Dhrs7b",1,"turquoise"
"11737","Usp22",4,"yellow"
"11738","Mprip",6,"red"
"11739","Flcn",7,"black"
"11740","Cops3",1,"turquoise"
"11741","Nt5m",1,"turquoise"
"11742","Cnep1r1",2,"blue"
"11743","Med9",1,"turquoise"
"11744","Rasd1",2,"blue"
"11745","Pemt",1,"turquoise"
"11746","Rai1",3,"brown"
"11747","Srebf1",1,"turquoise"
"11748","Tom1l2",4,"yellow"
"11749","Drc3",10,"purple"
"11750","Atpaf2",5,"green"
"11751","Gid4",2,"blue"
"11752","Drg2",1,"turquoise"
"11753","Hs6st1",1,"turquoise"
"11754","Heatr3",2,"blue"
"11755","Alkbh5",4,"yellow"
"11756","Llgl1",1,"turquoise"
"11757","Flii",2,"blue"
"11758","Mief2",8,"pink"
"11759","Top3a",6,"red"
"11760","Smcr8",3,"brown"
"11761","Papd5",2,"blue"
"11762","Trim36",6,"red"
"11763","Pggt1b",2,"blue"
"11764","Ccdc112",1,"turquoise"
"11765","Fem1c",3,"brown"
"11766","Tmed7",14,"cyan"
"11767","Cdo1",10,"purple"
"11768","Atg12",15,"midnightblue"
"11769","Ap3s1",1,"turquoise"
"11770","Commd10",1,"turquoise"
"11771","Sema6a",4,"yellow"
"11772","Adcy7",13,"salmon"
"11773","Vwa5a",1,"turquoise"
"11774","Brd7",1,"turquoise"
"11775","Nkd1",1,"turquoise"
"11776","Nod2",13,"salmon"
"11777","Cyld",3,"brown"
"11778","TBRG1_like",1,"turquoise"
"11779","Siae",1,"turquoise"
"11780","Nrgn",1,"turquoise"
"11781","Esam",9,"magenta"
"11782","Msantd2",7,"black"
"11783","Ccnh",1,"turquoise"
"11784","Uggt1",3,"brown"
"11785","Sall1",2,"blue"
"11786","Robo3",13,"salmon"
"11787","Robo4",12,"tan"
"11788","Hepacam",5,"green"
"11789","Ccdc15",6,"red"
"11790","CCDC15",5,"green"
"11791","Slc37a2",23,"darkturquoise"
"11792","Tmem218",14,"cyan"
"11793","Pknox2",26,"darkorange"
"11794","Fez1",1,"turquoise"
"11795","Ei24",8,"pink"
"11796","Stt3a",3,"brown"
"11797","Znf2",2,"blue"
"11798","Kcnip3",29,"saddlebrown"
"11799","FAHD2A_like",1,"turquoise"
"11800","Stard7",1,"turquoise"
"11801","LOC106145342",2,"blue"
"11802","Tmem127",14,"cyan"
"11803","Ciao1",8,"pink"
"11804","SNRNP200",23,"darkturquoise"
"11805","Tox3",4,"yellow"
"11806","SNRNP200_like",23,"darkturquoise"
"11807","Itpripl1",1,"turquoise"
"11808","Ncaph",1,"turquoise"
"11809","MRPL45",14,"cyan"
"11810","Arid5a",1,"turquoise"
"11811","Kansl3",2,"blue"
"11812","Lman2l",15,"midnightblue"
"11813","Cnnm4",2,"blue"
"11814","Cnnm3",3,"brown"
"11815","Ankrd39",1,"turquoise"
"11816","Sema4c",7,"black"
